ARRASTO,LOCAL,ESPECIE,N° DE INDIVIDUOS,CT (cm),PESO (g),PONTO
2,Náutico,Lar.bre,19.0,9.6,9.62,2
2,Náutico,Lar.bre,20.0,10.9,15.16,2
2,Náutico,Lar.bre,21.0,11.4,16.28,2
2,Náutico,Lar.bre,22.0,9.0,7.23,2
2,Náutico,Lar.bre,23.0,11.2,13.91,2
2,Náutico,Lar.bre,24.0,15.3,42.32,2
2,Náutico,Lar.bre,25.0,12.3,20.81,2
2,Náutico,Lar.bre,26.0,7.5,9.08,2
2,Náutico,Hae.cor,1.0,7.5,4.73,2
2,Náutico,Hae.cor,2.0,8.5,7.93,2
2,Náutico,Hae.cor,3.0,7,4.38,2
2,Náutico,Hae.cor,4.0,-,3.49,2
2,Náutico,Hae.cor,5.0,14.4,41.43,2
2,Náutico,Hae.cor,6.0,7.2,4.47,2
2,Náutico,Hae.cor,7.0,7,4.39,2
2,Náutico,Hae.cor,8.0,11.3,20.4,2
2,Náutico,Hae.cor,9.0,7.9,6.03,2
2,Náutico,Hae.cor,10.0,8.6,8.85,2
2,Náutico,Hae.cor,11.0,9.2,10.28,2
2,Náutico,Hae.cor,12.0,6.3,3.41,2
2,Náutico,Hae.cor,13.0,6,2.71,2
2,Náutico,Hae.cor,14.0,7.7,5.94,2
2,Náutico,Hae.cor,15.0,5.9,2.69,2
2,Náutico,Hae.cor,16.0,7.1,4.26,2
2,Náutico,Hae.cor,17.0,6.2,2.96,2
2,Náutico,Hae.cor,18.0,11.1,17.92,2
2,Náutico,Hae.cor,19.0,6.9,3.78,2
2,Náutico,Hae.cor,20.0,7.1,4.72,2
2,Náutico,Hae.cor,21.0,9.9,12.66,2
2,Náutico,Hae.cor,22.0,6.1,2.71,2
2,Náutico,Hae.cor,23.0,6.5,2.85,2
2,Náutico,Hae.cor,24.0,6.7,3.87,2
2,Náutico,Hae.cor,25.0,5.6,2.02,2
2,Náutico,Hae.cor,26.0,6.7,4.13,2
2,Náutico,Hae.cor,27.0,6.5,2.91,2
2,Náutico,Hae.cor,28.0,8,6.68,2
2,Náutico,Hae.cor,29.0,6.5,2.6,2
2,Náutico,Hae.cor,30.0,6.9,3.84,2
2,Náutico,Hae.cor,31.0,9,8.75,2
2,Náutico,Hae.cor,32.0,6.5,3.95,2
2,Náutico,Hae.cor,33.0,6.6,3.18,2
2,Náutico,Hae.cor,34.0,5.9,2.5,2
2,Náutico,Hae.cor,35.0,7.5,5.06,2
2,Náutico,Hae.cor,36.0,6.6,3.65,2
2,Náutico,Hae.cor,37.0,7.4,4.64,2
2,Náutico,Hae.cor,38.0,6.3,3.17,2
2,Náutico,Hae.cor,39.0,5.9,2.5,2
2,Náutico,Hae.cor,40.0,6.6,3.58,2
2,Náutico,Hae.cor,41.0,6.4,3.26,2
2,Náutico,Hae.cor,42.0,6.2,3.41,2
2,Náutico,Hae.cor,43.0,7.4,6.11,2
2,Náutico,Hae.cor,44.0,5.9,2.75,2
2,Náutico,Hae.cor,45.0,6.9,4.08,2
2,Náutico,Hae.cor,46.0,7,5.3,2
2,Náutico,Hae.cor,47.0,6.8,4.77,2
2,Náutico,Hae.cor,48.0,6.6,3.91,2
2,Náutico,Hae.cor,49.0,6.7,4.46,2
2,Náutico,Hae.cor,50.0,7.6,5.91,2
2,Náutico,Hae.cor,51.0,5.8,2.58,2
2,Náutico,Hae.cor,52.0,6.9,4.58,2
2,Náutico,Hae.cor,53.0,6.4,3.95,2
2,Náutico,Hae.cor,54.0,6.1,3.39,2
2,Náutico,Hae.cor,55.0,5.8,2.7,2
2,Náutico,Hae.cor,56.0,6.5,3.72,2
2,Náutico,Hae.cor,57.0,7.6,2.28,2
2,Náutico,Hae.cor,58.0,6,2.93,2
2,Náutico,Hae.cor,59.0,8.6,8.16,2
2,Náutico,Hae.cor,60.0,7.6,5.95,2
2,Náutico,Hae.cor,61.0,7.1,5.74,2
2,Náutico,Hae.cor,62.0,9.1,8.84,2
2,Náutico,Hae.cor,63.0,7.1,5.02,2
2,Náutico,Hae.cor,64.0,7.5,5.38,2
2,Náutico,Hae.cor,65.0,6.5,3.54,2
2,Náutico,Hae.cor,66.0,6.3,3.08,2
2,Náutico,Hae.cor,67.0,6.8,3.72,2
2,Náutico,Hae.cor,68.0,5.8,2.7,2
2,Náutico,Hae.cor,69.0,6.5,3.49,2
2,Náutico,Hae.cor,70.0,6.4,3.46,2
2,Náutico,Hae.cor,71.0,6.5,3.74,2
2,Náutico,Hae.cor,72.0,5.8,2.89,2
2,Náutico,Hae.cor,73.0,6.1,3.3,2
2,Náutico,Hae.cor,74.0,7,4.7,2
2,Náutico,Hae.cor,75.0,6.4,3.91,2
2,Náutico,Hae.cor,76.0,6.6,4.28,2
2,Náutico,Hae.cor,77.0,6.4,3.97,2
2,Náutico,Hae.cor,78.0,6.5,4.2,2
2,Náutico,Hae.cor,79.0,6.3,3.27,2
2,Náutico,Hae.cor,80.0,5.9,2.47,2
2,Náutico,Hae.cor,81.0,8.5,7.91,2
2,Náutico,Hae.cor,82.0,7,4.46,2
2,Náutico,Hae.cor,83.0,6.5,3.37,2
2,Náutico,Hae.cor,84.0,6.2,3.3,2
2,Náutico,Hae.cor,85.0,6.3,3.84,2
2,Náutico,Hae.cor,86.0,6.5,3.46,2
2,Náutico,Hae.cor,87.0,6.4,3.35,2
2,Náutico,Hae.cor,88.0,8.2,7.28,2
2,Náutico,Hae.cor,89.0,7.5,5.44,2
2,Náutico,Hae.cor,90.0,6.4,3.18,2
2,Náutico,Hae.cor,91.0,6.5,3.11,2
2,Náutico,Hae.cor,92.0,5.6,2.1,2
2,Náutico,Hae.cor,93.0,6.5,3.34,2
2,Náutico,Hae.cor,94.0,6,2.41,2
2,Náutico,Hae.cor,95.0,6.6,3.96,2
2,Náutico,Hae.cor,96.0,7.1,3.86,2
2,Náutico,Chl.chr,1.0,"10,3","8,31",2
2,Náutico,Chl.chr,2.0,"10,6","8,20",2
2,Náutico,Chl.chr,3.0,"9,6","6,79",2
2,Náutico,Chl.chr,4.0,"8,7","5,72",2
2,Náutico,Chl.chr,5.0,"10,6","8,6",2
2,Náutico,Chl.chr,6.0,"9,2","5,89",2
2,Náutico,Chl.chr,7.0,"9,5","7,44",2
2,Náutico,Chl.chr,8.0,"8,6","4,75",2
2,Náutico,Chl.chr,9.0,"9,9","6,97",2
2,Náutico,Chl.chr,10.0,"10,3","8,22",2
2,Náutico,Chl.chr,11.0,"8,5","5,40",2
2,Náutico,Chl.chr,12.0,"9,0","5,30",2
2,Náutico,Chl.chr,13.0,"9,4","6,35",2
2,Náutico,Chl.chr,14.0,"9,1","5,14",2
2,Náutico,Chl.chr,15.0,"9,7","7,0",2
2,Náutico,Chl.chr,16.0,"10,0","7,47",2
2,Náutico,Chl.chr,17.0,"10,5","7,81",2
2,Náutico,Chl.chr,18.0,"10,3","8,49",2
2,Náutico,Chl.chr,19.0,"9,6","6,60",2
2,Náutico,Chl.chr,20.0,"8,7","5,23",2
2,Náutico,Chl.chr,21.0,"9,6","6,83",2
2,Náutico,Chl.chr,22.0,"9,2","5,48",2
2,Náutico,Chl.chr,23.0,"9,6","6,39",2
2,Náutico,Euc.gula,1,"9,6","9,83",2
2,Náutico,Euc.gula,2,"9,6","10,9",2
2,Náutico,Euc.gula,3,"10,1","12,75",2
2,Náutico,Euc.gula,4,"9,1","7,97",2
2,Náutico,Euc.gula,5,"9,9","11,81",2
2,Náutico,Euc.gula,6,"8,2","5,55",2
2,Náutico,Euc.gula,7,"8,5","6,81",2
2,Náutico,Euc.gula,8,"7,9","5,95",2
2,Náutico,Bai.ron,1.0,"8,6","7,42",2
2,Náutico,Bai.ron,2.0,"11,6","14,1",2
2,Náutico,Bai.ron,3.0,"9,0 ","8,75",2
2,Náutico,Bai.ron,4.0,"9,6","10,5",2
2,Náutico,Bai.ron,5.0,"10,6","9,63",2
2,Náutico,Bai.ron,6.0,"8,6","7,56",2
2,Náutico,Bai.ron,7.0,"10,4","11,19",2
2,Náutico,Hae.par,1.0,"8,6","7,91",2
2,Náutico,Hae.par,2.0,"7,5","4,07",2
2,Náutico,Ort.rub,1.0,"11,5","19,98",2
2,Náutico,Ort.rub,2.0,"7,5","4,8",2
2,Náutico,Ort.rub,3.0,"11,2","18,92",2
2,Náutico,Ort.rub,4.0,"9,0","9,82",2
2,Náutico,Ort.rub,5.0,"12,0","25,43",2
2,Náutico,Ort.rub,6.0,"11,5","20,57",2
2,Náutico,Ort.rub,7.0,"9,5","12,57",2
2,Náutico,Ort.rub,8.0,"10,5","14,83",2
2,Náutico,Ort.rub,9.0,"11,2","18,20",2
2,Náutico,Ort.rub,10.0,"12,1","21,93",2
2,Náutico,Ort.rub,11.0,"10,3","14,85",2
2,Náutico,Ort.rub,12.0,"11,5","20,27",2
2,Náutico,Ort.rub,13.0,"10,0","16,90",2
2,Náutico,Ort.rub,14.0,"10,5","21,59",2
2,Náutico,Ort.rub,15.0,"10,0","14,27",2
2,Náutico,Ort.rub,16.0,"10,3","14,02",2
2,Náutico,Ort.rub,17.0,"10,3","13,93",2
2,Náutico,Ort.rub,18.0,"10,8","16,53",2
2,Náutico,Ort.rub,19.0,"10,5","13,60",2
2,Náutico,Ort.rub,20.0,"10,5","15,18",2
2,Náutico,Ort.rub,21.0,"10,2","13,23",2
2,Náutico,Ort.rub,22.0,"9,5","13,06",2
2,Náutico,Ort.rub,23.0,"10,3","19,58",2
2,Náutico,Ort.rub,24.0,"11,6","23,52",2
2,Náutico,Ort.rub,25.0,"11,6","19,58",2
2,Náutico,Ort.rub,26.0,"10,1","12,84",2
2,Náutico,Ort.rub,27.0,"11,3","18,50",2
2,Náutico,Ort.rub,28.0,"10,6","13,27",2
2,Náutico,Ort.rub,29.0,"10,6","14,95",2
2,Náutico,Ort.rub,30.0,"10,2","13,71",2
2,Náutico,Ort.rub,31.0,"11,2","17,72",2
2,Náutico,Euc.arg,1.0,"13,1","29,25",2
2,Náutico,Cur.mac,1.0,"13,7","25,82",2
2,Náutico,Cit.spi,1.0,"13,5","22,17",2
2,Náutico,Cit.spi,2.0,"11,1","14,73",2
2,Náutico,cha.fab,1.0,"4,4","2,90",2
2,Náutico,Anc.brev,1.0,"8,1","3,67",2
2,Náutico,Anc.brev,2.0,"9,9","5,0 ",2
2,Náutico,Anc.brev,3.0,"8,0","3,11",2
2,Náutico,Anc.brev,4.0,"9,9","5,24",2
2,Náutico,Anc.brev,5.0,"8,2","3,83",2
2,Náutico,Anc.brev,6.0,"9,0","5,07",2
2,Náutico,Anc.brev,7.0,"8,8","4,58",2
2,Náutico,Anc.brev,8.0,"8,7","4,01",2
2,Náutico,Anc.brev,9.0,"7,9","3,49",2
2,Náutico,Anc.brev,10.0,"8,0","3,74",2
2,Náutico,Anc.brev,11.0,"8,6","3,97",2
2,Náutico,Anc.brev,12.0,"9,0","4,73",2
2,Náutico,Anc.brev,13.0,"8,6","4,0",2
2,Náutico,Anc.brev,14.0,"8,6","3,16",2
2,Náutico,Anc.brev,15.0,"7,1","2,57",2
2,Náutico,Anc.brev,16.0,"9,0","4,24",2
2,Náutico,Anc.brev,17.0,"9,4","3,45",2
2,Náutico,Anc.brev,18.0,"9,1","4,94",2
2,Náutico,Anc.brev,19.0,"9,6","6,41",2
2,Náutico,Anc.brev,20.0,"8,5","3,91",2
2,Náutico,Anc.brev,21.0,"8,5","3,74",2
2,Náutico,Anc.brev,22.0,"9,1","4,57",2
2,Náutico,Anc.brev,23.0,"9,0","4,77",2
2,Náutico,Anc.brev,24.0,"9,1","4,76",2
2,Náutico,Anc.brev,25.0,"9,2","4,31",2
2,Náutico,Anc.brev,26.0,"7,9","2,99",2
2,Náutico,Anc.brev,27.0,"8,8","4,38",2
2,Náutico,Anc.brev,28.0,"8,9","3,84",2
2,Náutico,Anc.brev,29.0,"8,3","3,74",2
2,Náutico,Anc.brev,30.0,"8,0","3,15",2
2,Náutico,Anc.brev,31.0,"8,7","3,78",2
2,Náutico,Anc.brev,32.0,"8,5","3,74",2
2,Náutico,Bag.mar,1.0,"16,7","36,26",2
2,Náutico,Spa.plu,1.0,"8,0","10,54",2
2,Náutico,Cat.spi,1.0,"10,2","10,85",2
2,Náutico,Cat.spi,2.0,"10,3","9,44",2
2,Náutico,Cat.spi,3.0,"10,2","9,92",2
2,Náutico,Cat.spi,4.0,"10,5","9,61",2
2,Náutico,Cat.spi,5.0,"10,2","8,86",2
2,Náutico,Cat.spi,6.0,"11,3","10,75",2
2,Náutico,Cat.spi,7.0,"10,5","10,36",2
2,Náutico,Cat.spi,8.0,"10,6","10,17",2
2,Náutico,Cat.spi,9.0,"12,5","18,03",2
2,Náutico,Cat.spi,10.0,"11,5","13,38",2
2,Náutico,Cat.spi,11.0,"9,7","7,45",2
2,Náutico,Cat.spi,12.0,"11,1","11,83",2
3,Náutico,Cat.spi,1.0,"16,1","44,74",3
3,Náutico,Cat.spi,2.0,"11,6","14,6",3
3,Náutico,Cat.spi,3.0,"11,5","14,11",3
3,Náutico,Cat.spi,4.0,"17,7","67,81",3
3,Náutico,Cat.spi,5.0,"17,0    ","59,94",3
3,Náutico,Cat.spi,6.0,"10,6","11,21",3
3,Náutico,Cat.spi,7.0,"15,0","33,25",3
3,Náutico,Cat.spi,8.0,"11,0","12,23",3
3,Náutico,Cat.spi,9.0,"10,0","9,40",3
3,Náutico,Cat.spi,10.0,"12,1","16,11",3
3,Náutico,Cat.spi,11.0,"11,8","15,0",3
3,Náutico,Cat.spi,12.0,"14,9","36,24",3
3,Náutico,Cat.spi,13.0,"12,3","17,38",3
3,Náutico,Cat.spi,14.0,"11,5","14,57",3
3,Náutico,Cat.spi,15.0,"11,0","11,45",3
3,Náutico,Cat.spi,16.0,"11,4","15,07",3
3,Náutico,Cat.spi,17.0,"11,1","11,93",3
3,Náutico,Cat.spi,18.0,"15,0 ","38,37",3
3,Náutico,Cat.spi,19.0,"11,9","18,54",3
3,Náutico,Cat.spi,20.0,"10,3","10,01",3
3,Náutico,Cat.spi,21.0,"10,2","9,24",3
3,Náutico,Cat.spi,22.0,"11,5","14,0",3
3,Náutico,Cat.spi,23.0,"11,5","13,55",3
3,Náutico,Cat.spi,24.0,"11,0","13,18",3
3,Náutico,Cat.spi,25.0,"10,6","12,48",3
3,Náutico,Cat.spi,26.0,"11,4","13,87",3
3,Náutico,Cat.spi,27.0,"11,5","13,86",3
3,Náutico,Cat.spi,28.0,"10,7","11,38",3
3,Náutico,Cat.spi,29.0,"10,8","12,58",3
3,Náutico,Cat.spi,30.0,"10,6","11,6",3
3,Náutico,Cat.spi,31.0,"10,8","11,31",3
3,Náutico,Cat.spi,32.0,"10,6","12,22",3
3,Náutico,Cat.spi,33.0,"11,5","14,22",3
3,Náutico,Cat.spi,34.0,"10,9","11,76",3
3,Náutico,Anc.brev,1.0,"9,5","6,16",3
3,Náutico,Hae.par,1.0,"7,4","5,21",3
3,Náutico,Hae.par,2.0,"12,2","23,34",3
3,Náutico,Hae.par,3.0,"14,4","39,05",3
3,Náutico,Hae.par,4.0,"10,0","13,62",3
3,Náutico,Hae.par,5.0,"9,9","12,82",3
3,Náutico,Hae.par,6.0,"10,3","15,94",3
3,Náutico,Hae.par,7.0,"8,5","8,39",3
3,Náutico,Hae.par,8.0,"9,7","11,99",3
3,Náutico,Hae.par,9.0,"7,2","4,56",3
3,Náutico,Hae.par,10.0,"6,5","2,90",3
3,Náutico,Hae.par,11.0,"6,4","3,99",3
3,Náutico,Hae.par,12.0,"7,7","4,68",3
3,Náutico,Hae.par,13.0,"7,7","4,71",3
3,Náutico,Hae.par,14.0,"6,8","3,99",3
3,Náutico,Hae.par,15.0,"7,7","5,15",3
3,Náutico,Hae.par,16.0,"9,0","10,14",3
3,Náutico,Hae.par,17.0,"5,8","2,22",3
3,Náutico,Hae.par,18.0,"6,5","3,74",3
3,Náutico,Hae.par,19.0,"7,8","6,40",3
3,Náutico,Con.nob,1.0,"15,7","63,08",3
3,Náutico,Con.nob,2.0,"4,9","1,45",3
3,Náutico,Con.nob,3.0,"5,7","2,30",3
3,Náutico,Con.nob,4.0,"11,9","28,80",3
3,Náutico,Con.nob,5.0,"10,1","15,72",3
3,Náutico,Ort.rub,1.0,"7,5","5,63",3
3,Náutico,Ort.rub,2.0,"11,8","23,18",3
3,Náutico,Ort.rub,3.0,"11,5","19,54",3
3,Náutico,Ort.rub,4.0,"11,3","20,08",3
3,Náutico,Ort.rub,5.0,"9,9","12,61",3
3,Náutico,Ort.rub,6.0,"12,4","27,32",3
3,Náutico,Ort.rub,7.0,"10,5","16,36",3
3,Náutico,Ort.rub,8.0,"11,7","17,92",3
3,Náutico,Ort.rub,9.0,"10,7","16,69",3
3,Náutico,Ort.rub,10.0,"10,0","13,42",3
3,Náutico,Ort.rub,11.0,"10,5","15,46",3
3,Náutico,Ort.rub,12.0,"9,8","12,23",3
3,Náutico,Ort.rub,13.0,"9,7","13,19",3
3,Náutico,Ort.rub,14.0,"11,3","17,15",3
3,Náutico,Ort.rub,15.0,"9,9","14,75",3
3,Náutico,Ort.rub,16.0,"10,0","11,95",3
3,Náutico,Ort.rub,17.0,"10,8","18,48",3
3,Náutico,Ort.rub,18.0,"10,2","16,18",3
3,Náutico,Ort.rub,19.0,"10,5","17,07",3
3,Náutico,Ort.rub,20.0,"10,7","16,46",3
3,Náutico,Ort.rub,21.0,"9,8","13,20",3
3,Náutico,Ort.rub,22.0,"10,3","15,20",3
3,Náutico,Ort.rub,23.0,"10,9","19,93",3
3,Náutico,Ort.rub,24.0,"9,0","10,54",3
3,Náutico,Ort.rub,25.0,"10,1","14,28",3
3,Náutico,Ort.rub,26.0,"10,3","16,95",3
3,Náutico,Ort.rub,27.0,"11,7","21,82",3
3,Náutico,Ort.rub,28.0,"11,0","19,15",3
3,Náutico,Ort.rub,29.0,"9,3","10,21",3
3,Náutico,Dia.rho,1.0,"12,0","32,57",3
3,Náutico,Hae.plu,1.0,"16,3 ","65,01",3
3,Náutico,Hae.plu,2.0,"15,0","53,03",3
3,Náutico,Hae.plu,3.0,"15,6","52,95",3
3,Náutico,Hae.plu,4.0,"12,0","25,43",3
3,Náutico,Hae.plu,5.0,"11,7","22,44",3
3,Náutico,Chl.chr,1.0,"9,8","7,11",3
3,Náutico,Chl.chr,2.0,"8,8","5,80",3
3,Náutico,Chl.chr,3.0,"9,7","7,84",3
3,Náutico,Chl.chr,4.0,"11,8","11,55",3
3,Náutico,Chl.chr,5.0,"9,5","6,84",3
3,Náutico,Chl.chr,6.0,"9,3","6,45",3
3,Náutico,Chl.chr,7.0,"10,8","9,33",3
3,Náutico,Chl.chr,8.0,"9,9","7,33",3
3,Náutico,Chl.chr,9.0,"9,8","7,45",3
3,Náutico,Chl.chr,10.0,"9,6","5,46",3
3,Náutico,Chl.chr,11.0,"10,8","10,01",3
3,Náutico,Chl.chr,12.0,"10,2","8,02",3
3,Náutico,Chl.chr,13.0,"8,1","4,58",3
3,Náutico,Chl.chr,14.0,"11,0","9,69",3
3,Náutico,Chl.chr,15.0,"9,3","7,64",3
3,Náutico,Chl.chr,16.0,"9,5","7,0",3
3,Náutico,Chl.chr,17.0,"9,6","7,34",3
3,Náutico,Chl.chr,18.0,"10,3","10,7",3
3,Náutico,Chl.chr,19.0,"9,0","6,50",3
3,Náutico,Chl.chr,20.0,"8,5","5,70",3
3,Náutico,Chl.chr,21.0,"11,2","11,87",3
3,Náutico,Chl.chr,22.0,"9,0","6,57",3
3,Náutico,Chl.chr,23.0,"10,3","8,84",3
3,Náutico,Chl.chr,24.0,"9,4","6,57",3
3,Náutico,Chl.chr,25.0,"10,2","8,45",3
3,Náutico,Chl.chr,26.0,"10,0","8,49",3
3,Náutico,Chl.chr,27.0,"9,5","6,90",3
3,Náutico,Chl.chr,28.0,"9,6","6,80",3
3,Náutico,Chl.chr,29.0,"11,1","11,27",3
3,Náutico,Chl.chr,30.0,"9,6","7,38",3
3,Náutico,Chl.chr,31.0,"9,7","7,69",3
3,Náutico,Chl.chr,32.0,"9,5","6,59",3
3,Náutico,Chl.chr,33.0,"8,9","6,16",3
3,Náutico,Chl.chr,34.0,"9,4","6,90",3
3,Náutico,Chl.chr,35.0,"8,1","5,06",3
3,Náutico,Chl.chr,36.0,"9,5","7,0",3
3,Náutico,Chl.chr,37.0,"9,3","6,65",3
3,Náutico,Chl.chr,38.0,"10,1","8,62",3
3,Náutico,Chl.chr,39.0,"9,4","7,04",3
3,Náutico,Chl.chr,40.0,"9,4","7,10",3
3,Náutico,Chl.chr,41.0,"8,5","5,17",3
3,Náutico,Chl.chr,42.0,"9,8","7,82",3
3,Náutico,Chl.chr,43.0,"9,7","7,83",3
3,Náutico,Chl.chr,44.0,"7,9","4,83",3
3,Náutico,Chl.chr,45.0,"9,0","5,61",3
3,Náutico,Chl.chr,46.0,"9,9","9,61",3
3,Náutico,Chl.chr,47.0,"9,0","6,08",3
3,Náutico,Euc.arg,1.0,"9,0","9,34",3
3,Náutico,Euc.arg,2.0,"10,3","13,17",3
3,Náutico,Euc.arg,3.0,"13,9","40,20",3
3,Náutico,Euc.arg,4.0,"10,4","17,96",3
3,Náutico,Euc.arg,5.0,"8,9","8,29",3
3,Náutico,Euc.arg,6.0,"9,4","13,11",3
3,Náutico,Euc.arg,7.0,"8,0","6,81",3
3,Náutico,Euc.arg,8.0,"9,5","11,85",3
3,Náutico,Euc.arg,9.0,"10,3","16,40",3
3,Náutico,Euc.arg,10.0,"8,5","8,10",3
3,Náutico,Sel.bro,1.0,"15,8","74,01",3
3,Náutico,Sel.bro,2.0,"8,5","8,92",3
3,Náutico,Spa.fro,1.0,"14,4","61,99",3
3,Náutico,Hae.aur,1.0,"10,5","17,37",3
3,Náutico,Hae.aur,2.0,"11,7","23,88",3
3,Náutico,Hae.aur,3.0,"11,0","17,82",3
3,Náutico,Hae.aur,4.0,"9,9","12,32",3
3,Náutico,Men.lit,1.0,"10,5","11,78",3
3,Náutico,Aca.chi,1.0,"8,9","17,20",3
3,Náutico,Bai.ron,1.0,"11,5","17,82",3
3,Náutico,Bai.ron,2.0,"8,5","6,50",3
3,Náutico,Bai.ron,3.0,"9,5","9,3",3
3,Náutico,Ani.vir,1.0,"13,4","46,47",3
3,Náutico,Ani.vir,2.0,"11,0","28,28",3
3,Náutico,Ani.vir,3.0,"11,9","34,74",3
3,Náutico,Ani.vir,4.0,"12,3","37,73",3
3,Náutico,Ani.vir,5.0,"14,8","80,50",3
3,Náutico,Ani.vir,6.0,"12,8","41,45",3
